序號,Month,Day,Hour,Minute,Class,答案,LocationCode,Sunlight(Lux)_normalized,仰角,MinutesOfDay,Time_sin,Time_cos
20240218132015,2,18,13,20,2,,15,0.19495078674256816,51.08,800,-0.34202014332566866,-0.9396926207859084
20240218132017,2,18,13,20,3,,17,0.19495078674256816,51.08,800,-0.34202014332566866,-0.9396926207859084
20240218133008,2,18,13,30,1,,8,0.15008182733043798,50.23,810,-0.3826834323650892,-0.923879532511287
20240218133015,2,18,13,30,2,,15,0.15008182733043798,50.23,810,-0.3826834323650892,-0.923879532511287
20240218133017,2,18,13,30,3,,17,0.15008182733043798,50.23,810,-0.3826834323650892,-0.923879532511287
20240218134008,2,18,13,40,1,,8,0.12667390352434937,49.26,820,-0.4226182617406993,-0.90630778703665
20240218134015,2,18,13,40,2,,15,0.12667390352434937,49.26,820,-0.4226182617406993,-0.90630778703665
20240218134017,2,18,13,40,3,,17,0.12667390352434937,49.26,820,-0.4226182617406993,-0.90630778703665
20240218135008,2,18,13,50,1,,8,0.12324867674513496,48.2,830,-0.4617486132350337,-0.8870108331782218
20240218135015,2,18,13,50,2,,15,0.12324867674513496,48.2,830,-0.4617486132350337,-0.8870108331782218
20240218135017,2,18,13,50,3,,17,0.12324867674513496,48.2,830,-0.4617486132350337,-0.8870108331782218
20240218140008,2,18,14,0,1,,8,0.11005618984752857,47.03,840,-0.5000000000000001,-0.8660254037844386
20240218140015,2,18,14,0,2,,15,0.11005618984752857,47.03,840,-0.5000000000000001,-0.8660254037844386
20240218140017,2,18,14,0,3,,17,0.11005618984752857,47.03,840,-0.5000000000000001,-0.8660254037844386
20240218141008,2,18,14,10,1,,8,0.09120126238827196,45.77,850,-0.5372996083468236,-0.8433914458128858
20240218141015,2,18,14,10,2,,15,0.09120126238827196,45.77,850,-0.5372996083468236,-0.8433914458128858
20240218141017,2,18,14,10,3,,17,0.09120126238827196,45.77,850,-0.5372996083468236,-0.8433914458128858
20240218142008,2,18,14,20,1,,8,0.10145069932545286,44.4,860,-0.5735764363510458,-0.819152044288992
20240218142015,2,18,14,20,2,,15,0.10145069932545286,44.4,860,-0.5735764363510458,-0.819152044288992
20240218142017,2,18,14,20,3,,17,0.10145069932545286,44.4,860,-0.5735764363510458,-0.819152044288992
20240218143008,2,18,14,30,1,,8,0.12532377444870318,42.95,870,-0.6087614290087207,-0.7933533402912352
20240218143015,2,18,14,30,2,,15,0.12532377444870318,42.95,870,-0.6087614290087207,-0.7933533402912352
20240218143017,2,18,14,30,3,,17,0.12532377444870318,42.95,870,-0.6087614290087207,-0.7933533402912352
20240218144008,2,18,14,40,1,,8,0.13633817592462727,41.4,880,-0.6427876096865393,-0.766044443118978
20240218144015,2,18,14,40,2,,15,0.13633817592462727,41.4,880,-0.6427876096865393,-0.766044443118978
20240218144017,2,18,14,40,3,,17,0.13633817592462727,41.4,880,-0.6427876096865393,-0.766044443118978
20240218145008,2,18,14,50,1,,8,0.13998721899859606,39.77,890,-0.6755902076156598,-0.7372773368101244
20240218145015,2,18,14,50,2,,15,0.13998721899859606,39.77,890,-0.6755902076156598,-0.7372773368101244
20240218145017,2,18,14,50,3,,17,0.13998721899859606,39.77,890,-0.6755902076156598,-0.7372773368101244
20240218150008,2,18,15,0,1,,8,0.13233843404278617,38.05,900,-0.7071067811865475,-0.7071067811865477
20240218150015,2,18,15,0,2,,15,0.13233843404278617,38.05,900,-0.7071067811865475,-0.7071067811865477
20240218150017,2,18,15,0,3,,17,0.13233843404278617,38.05,900,-0.7071067811865475,-0.7071067811865477
20240218151008,2,18,15,10,1,,8,0.12036516789776874,36.26,910,-0.7372773368101239,-0.6755902076156604
20240218151015,2,18,15,10,2,,15,0.12036516789776874,36.26,910,-0.7372773368101239,-0.6755902076156604
20240218151017,2,18,15,10,3,,17,0.12036516789776874,36.26,910,-0.7372773368101239,-0.6755902076156604
20240218152008,2,18,15,20,1,,8,0.10718807531600495,34.38,920,-0.7660444431189779,-0.6427876096865395
20240218152015,2,18,15,20,2,,15,0.10718807531600495,34.38,920,-0.7660444431189779,-0.6427876096865395
20240218152017,2,18,15,20,3,,17,0.10718807531600495,34.38,920,-0.7660444431189779,-0.6427876096865395
20240218153008,2,18,15,30,1,,8,0.1024430615934799,32.44,930,-0.7933533402912349,-0.6087614290087209
20240218153015,2,18,15,30,2,,15,0.1024430615934799,32.44,930,-0.7933533402912349,-0.6087614290087209
20240218153017,2,18,15,30,3,,17,0.1024430615934799,32.44,930,-0.7933533402912349,-0.6087614290087209
20240218154008,2,18,15,40,1,,8,0.07954012760783385,30.42,940,-0.8191520442889916,-0.5735764363510464
20240218154015,2,18,15,40,2,,15,0.07954012760783385,30.42,940,-0.8191520442889916,-0.5735764363510464
20240218154017,2,18,15,40,3,,17,0.07954012760783385,30.42,940,-0.8191520442889916,-0.5735764363510464
20240218155008,2,18,15,50,1,,8,0.06526866228824119,28.35,950,-0.8433914458128855,-0.5372996083468242
20240218155015,2,18,15,50,2,,15,0.06526866228824119,28.35,950,-0.8433914458128855,-0.5372996083468242
20240218155017,2,18,15,50,3,,17,0.06526866228824119,28.35,950,-0.8433914458128855,-0.5372996083468242
20240218160008,2,18,16,0,1,,8,0.05003151799262064,26.21,960,-0.8660254037844385,-0.5000000000000004
20240218160015,2,18,16,0,2,,15,0.05003151799262064,26.21,960,-0.8660254037844385,-0.5000000000000004
20240218160017,2,18,16,0,3,,17,0.05003151799262064,26.21,960,-0.8660254037844385,-0.5000000000000004
20240218161008,2,18,16,10,1,,8,0.03956192194906856,24.02,970,-0.8870108331782215,-0.46174861323503436
20240218161015,2,18,16,10,2,,15,0.03956192194906856,24.02,970,-0.8870108331782215,-0.46174861323503436
20240218161017,2,18,16,10,3,,17,0.03956192194906856,24.02,970,-0.8870108331782215,-0.46174861323503436
20240218162008,2,18,16,20,1,,8,0.029417271707032445,21.78,980,-0.9063077870366497,-0.42261826174069994
20240218162015,2,18,16,20,2,,15,0.029417271707032445,21.78,980,-0.9063077870366497,-0.42261826174069994
20240218162017,2,18,16,20,3,,17,0.029417271707032445,21.78,980,-0.9063077870366497,-0.42261826174069994
20240218163008,2,18,16,30,1,,8,0.027259499881817854,19.49,990,-0.9238795325112868,-0.3826834323650895
20240218163015,2,18,16,30,2,,15,0.027259499881817854,19.49,990,-0.9238795325112868,-0.3826834323650895
20240218163017,2,18,16,30,3,,17,0.027259499881817854,19.49,990,-0.9238795325112868,-0.3826834323650895
20240218164008,2,18,16,40,1,,8,0.024687191641401533,17.16,1000,-0.9396926207859082,-0.3420201433256694
20240218164015,2,18,16,40,2,,15,0.024687191641401533,17.16,1000,-0.9396926207859082,-0.3420201433256694
20240218164017,2,18,16,40,3,,17,0.024687191641401533,17.16,1000,-0.9396926207859082,-0.3420201433256694
20240218165008,2,18,16,50,1,,8,0.020427348076857026,14.79,1010,-0.9537169507482267,-0.3007057995042738
20240218165015,2,18,16,50,2,,15,0.020427348076857026,14.79,1010,-0.9537169507482267,-0.3007057995042738
20240218165017,2,18,16,50,3,,17,0.020427348076857026,14.79,1010,-0.9537169507482267,-0.3007057995042738
20240221090013,2,21,9,0,1,,13,0.7921772883495453,36.19,540,0.7071067811865476,-0.7071067811865475
20240221091013,2,21,9,10,1,,13,0.8186161592417257,38.04,550,0.6755902076156604,-0.737277336810124
20240221092013,2,21,9,20,1,,13,0.8275917016753545,39.81,560,0.6427876096865395,-0.7660444431189779
20240221093013,2,21,9,30,1,,13,0.8504848596379784,41.5,570,0.6087614290087204,-0.7933533402912353
20240221094013,2,21,9,40,1,,13,0.8796518944188155,43.1,580,0.5735764363510464,-0.8191520442889916
20240221095013,2,21,9,50,1,,13,0.8935285278209314,44.61,590,0.5372996083468238,-0.8433914458128857
20240221100013,2,21,10,0,1,,13,0.9033139008981403,46.03,600,0.49999999999999994,-0.8660254037844387
20240221101013,2,21,10,10,1,,13,0.9225244183626901,47.36,610,0.4617486132350339,-0.8870108331782217
20240221102013,2,21,10,20,1,,13,0.924997313003729,48.58,620,0.4226182617406995,-0.9063077870366499
20240221103013,2,21,10,30,1,,13,0.9262874450272337,49.71,630,0.3826834323650899,-0.9238795325112867
20240221104013,2,21,10,40,1,,13,0.9266965668118448,50.73,640,0.3420201433256689,-0.9396926207859083
20240221105013,2,21,10,50,1,,13,0.9405899793385684,51.64,650,0.30070579950427334,-0.9537169507482268
20240221110013,2,21,11,0,1,,13,0.9601775470963904,52.45,660,0.258819045102521,-0.9659258262890682
20240221111013,2,21,11,10,1,,13,0.981494741001808,53.15,670,0.21643961393810318,-0.9762960071199333
20240221112013,2,21,11,20,1,,13,0.9907779042598104,53.74,680,0.17364817766693028,-0.984807753012208
20240221113013,2,21,11,30,1,,13,0.9490915157499101,54.22,690,0.13052619222005157,-0.9914448613738104
20240221114013,2,21,11,40,1,,13,0.9374665898955875,54.58,700,0.08715574274765864,-0.9961946980917455
20240221115013,2,21,11,50,1,,13,0.956907622797089,54.83,710,0.04361938736533607,-0.9990482215818578
20240221120013,2,21,12,0,1,,13,0.957896860513642,54.97,720,1.2246467991473532e-16,-1.0
20240221121013,2,21,12,10,1,,13,0.9577426454909186,54.99,730,-0.04361938736533627,-0.9990482215818578
20240221122013,2,21,12,20,1,,13,0.92857273631152,54.9,740,-0.08715574274765794,-0.9961946980917455
20240221123013,2,21,12,30,1,,13,0.9281513976250428,54.7,750,-0.13052619222005132,-0.9914448613738105
20240221124013,2,21,12,40,1,,13,0.9738557280571338,54.38,760,-0.17364817766693047,-0.984807753012208
20240221125013,2,21,12,50,1,,13,0.8441115590726754,53.95,770,-0.21643961393810293,-0.9762960071199334
20240221130013,2,21,13,0,1,,13,0.7209316809863114,53.4,780,-0.25881904510252035,-0.9659258262890684
20240221131013,2,21,13,10,1,,13,0.6552113425991237,52.75,790,-0.30070579950427306,-0.9537169507482269
20240221132013,2,21,13,20,1,,13,0.5639985505215153,51.98,800,-0.34202014332566866,-0.9396926207859084
20240221133013,2,21,13,30,1,,13,0.5663930802788169,51.11,810,-0.3826834323650892,-0.923879532511287
20240221134013,2,21,13,40,1,,13,0.6981126520634363,50.13,820,-0.4226182617406993,-0.90630778703665
20240221135013,2,21,13,50,1,,13,0.49745857431660767,49.05,830,-0.4617486132350337,-0.8870108331782218
20240221140013,2,21,14,0,1,,13,0.4092366132936731,47.86,840,-0.5000000000000001,-0.8660254037844386
20240221141013,2,21,14,10,1,,13,0.5787047438442341,46.57,850,-0.5372996083468236,-0.8433914458128858
20240221142013,2,21,14,20,1,,13,0.53072857941058,45.19,860,-0.5735764363510458,-0.819152044288992
20240221143013,2,21,14,30,1,,13,0.36566855947180704,43.72,870,-0.6087614290087207,-0.7933533402912352
20240221144013,2,21,14,40,1,,13,0.19312135241477477,42.15,880,-0.6427876096865393,-0.766044443118978
20240221145013,2,21,14,50,1,,13,0.2983004157068477,40.5,890,-0.6755902076156598,-0.7372773368101244
20240221150013,2,21,15,0,1,,13,0.21389489418714458,38.76,900,-0.7071067811865475,-0.7071067811865477
20240221151013,2,21,15,10,1,,13,0.1989459005595333,36.94,910,-0.7372773368101239,-0.6755902076156604
20240221152013,2,21,15,20,1,,13,0.15547665147429507,35.04,920,-0.7660444431189779,-0.6427876096865395
20240221153013,2,21,15,30,1,,13,0.12287060696074721,33.07,930,-0.7933533402912349,-0.6087614290087209
20240221154013,2,21,15,40,1,,13,0.07337786453533895,31.04,940,-0.8191520442889916,-0.5735764363510464
20240221155013,2,21,15,50,1,,13,0.06316030368703296,28.93,950,-0.8433914458128855,-0.5372996083468242
20240221160013,2,21,16,0,1,,13,0.05602527617525811,26.77,960,-0.8660254037844385,-0.5000000000000004
20240221161013,2,21,16,10,1,,13,0.043260397834488734,24.56,970,-0.8870108331782215,-0.46174861323503436
20240221162013,2,21,16,20,1,,13,0.031394895676262385,22.29,980,-0.9063077870366497,-0.42261826174069994
20240221163013,2,21,16,30,1,,13,0.02978383540141496,19.97,990,-0.9238795325112868,-0.3826834323650895
20240221164013,2,21,16,40,1,,13,0.023398739890290694,17.61,1000,-0.9396926207859082,-0.3420201433256694
20240221165013,2,21,16,50,1,,13,0.022965439174726023,15.22,1010,-0.9537169507482267,-0.3007057995042738
20240224090001,2,24,9,0,1,,1,0.10814252006632505,37.0,540,0.7071067811865476,-0.7071067811865475
20240224090017,2,24,9,0,3,,17,0.10814252006632505,37.0,540,0.7071067811865476,-0.7071067811865475
20240224091001,2,24,9,10,1,,1,0.13235331011731175,38.87,550,0.6755902076156604,-0.737277336810124
20240224091017,2,24,9,10,3,,17,0.13235331011731175,38.87,550,0.6755902076156604,-0.737277336810124
20240224092001,2,24,9,20,1,,1,0.1080023400379572,40.66,560,0.6427876096865395,-0.7660444431189779
20240224092017,2,24,9,20,3,,17,0.1080023400379572,40.66,560,0.6427876096865395,-0.7660444431189779
20240224093001,2,24,9,30,1,,1,0.10744514566459323,42.37,570,0.6087614290087204,-0.7933533402912353
20240224093017,2,24,9,30,3,,17,0.10744514566459323,42.37,570,0.6087614290087204,-0.7933533402912353
20240224094001,2,24,9,40,1,,1,0.06308595729744224,43.99,580,0.5735764363510464,-0.8191520442889916
20240224094017,2,24,9,40,3,,17,0.06308595729744224,43.99,580,0.5735764363510464,-0.8191520442889916
20240224095001,2,24,9,50,1,,1,0.06189091830772666,45.51,590,0.5372996083468238,-0.8433914458128857
20240224095017,2,24,9,50,3,,17,0.06189091830772666,45.51,590,0.5372996083468238,-0.8433914458128857
20240224100001,2,24,10,0,1,,1,0.06723614420881939,46.95,600,0.49999999999999994,-0.8660254037844387
20240224100017,2,24,10,0,3,,17,0.06723614420881939,46.95,600,0.49999999999999994,-0.8660254037844387
20240224101001,2,24,10,10,1,,1,0.07531561979414386,48.28,610,0.4617486132350339,-0.8870108331782217
20240224101017,2,24,10,10,3,,17,0.07531561979414386,48.28,610,0.4617486132350339,-0.8870108331782217
20240224102001,2,24,10,20,1,,1,0.07910895932785224,49.52,620,0.4226182617406995,-0.9063077870366499
20240224102017,2,24,10,20,3,,17,0.07910895932785224,49.52,620,0.4226182617406995,-0.9063077870366499
20240224103001,2,24,10,30,1,,1,0.07699423740293204,50.66,630,0.3826834323650899,-0.9238795325112867
20240224103017,2,24,10,30,3,,17,0.07699423740293204,50.66,630,0.3826834323650899,-0.9238795325112867
20240224104001,2,24,10,40,1,,1,0.09726440543707186,51.69,640,0.3420201433256689,-0.9396926207859083
20240224104017,2,24,10,40,3,,17,0.09726440543707186,51.69,640,0.3420201433256689,-0.9396926207859083
20240224105001,2,24,10,50,1,,1,0.10286735019637906,52.61,650,0.30070579950427334,-0.9537169507482268
20240224105017,2,24,10,50,3,,17,0.10286735019637906,52.61,650,0.30070579950427334,-0.9537169507482268
20240224110001,2,24,11,0,1,,1,0.08865889792347757,53.43,660,0.258819045102521,-0.9659258262890682
20240224110017,2,24,11,0,3,,17,0.08865889792347757,53.43,660,0.258819045102521,-0.9659258262890682
20240224111001,2,24,11,10,1,,1,0.08930034474177027,54.14,670,0.21643961393810318,-0.9762960071199333
20240224111017,2,24,11,10,3,,17,0.08930034474177027,54.14,670,0.21643961393810318,-0.9762960071199333
20240224112001,2,24,11,20,1,,1,0.09326786433254518,54.73,680,0.17364817766693028,-0.984807753012208
20240224112017,2,24,11,20,3,,17,0.09326786433254518,54.73,680,0.17364817766693028,-0.984807753012208
20240224113001,2,24,11,30,1,,1,0.09793911315300456,55.21,690,0.13052619222005157,-0.9914448613738104
20240224113017,2,24,11,30,3,,17,0.09793911315300456,55.21,690,0.13052619222005157,-0.9914448613738104
20240224114001,2,24,11,40,1,,1,0.09538613748485068,55.58,700,0.08715574274765864,-0.9961946980917455
20240224114017,2,24,11,40,3,,17,0.09538613748485068,55.58,700,0.08715574274765864,-0.9961946980917455
20240224115001,2,24,11,50,1,,1,0.09235809594843782,55.83,710,0.04361938736533607,-0.9990482215818578
20240224115017,2,24,11,50,3,,17,0.09235809594843782,55.83,710,0.04361938736533607,-0.9990482215818578
20240224120001,2,24,12,0,1,,1,0.08341277505456127,55.97,720,1.2246467991473532e-16,-1.0
20240224120017,2,24,12,0,3,,17,0.08341277505456127,55.97,720,1.2246467991473532e-16,-1.0
20240224121001,2,24,12,10,1,,1,0.08554379184580932,55.99,730,-0.04361938736533627,-0.9990482215818578
20240224121017,2,24,12,10,3,,17,0.08554379184580932,55.99,730,-0.04361938736533627,-0.9990482215818578
20240224122001,2,24,12,20,1,,1,0.07724750448327591,55.9,740,-0.08715574274765794,-0.9961946980917455
20240224122017,2,24,12,20,3,,17,0.07724750448327591,55.9,740,-0.08715574274765794,-0.9961946980917455
20240224123001,2,24,12,30,1,,1,0.0938795505060274,55.69,750,-0.13052619222005132,-0.9914448613738105
20240224123017,2,24,12,30,3,,17,0.0938795505060274,55.69,750,-0.13052619222005132,-0.9914448613738105
20240224124001,2,24,12,40,1,,1,0.0911708220827179,55.37,760,-0.17364817766693047,-0.984807753012208
20240224124017,2,24,12,40,3,,17,0.0911708220827179,55.37,760,-0.17364817766693047,-0.984807753012208
20240224125001,2,24,12,50,1,,1,0.10028606665825418,54.94,770,-0.21643961393810293,-0.9762960071199334
20240224125017,2,24,12,50,3,,17,0.10028606665825418,54.94,770,-0.21643961393810293,-0.9762960071199334
20240224130001,2,24,13,0,1,,1,0.08745109830330088,54.39,780,-0.25881904510252035,-0.9659258262890684
20240224130017,2,24,13,0,3,,17,0.08745109830330088,54.39,780,-0.25881904510252035,-0.9659258262890684
20240224131001,2,24,13,10,1,,1,0.07388761009304022,53.73,790,-0.30070579950427306,-0.9537169507482269
20240224131017,2,24,13,10,3,,17,0.07388761009304022,53.73,790,-0.30070579950427306,-0.9537169507482269
20240224132001,2,24,13,20,1,,1,0.07205891489630549,52.95,800,-0.34202014332566866,-0.9396926207859084
20240224132017,2,24,13,20,3,,17,0.07205891489630549,52.95,800,-0.34202014332566866,-0.9396926207859084
20240224133001,2,24,13,30,1,,1,0.07033144667157094,52.07,810,-0.3826834323650892,-0.923879532511287
20240224133017,2,24,13,30,3,,17,0.07033144667157094,52.07,810,-0.3826834323650892,-0.923879532511287
20240224134001,2,24,13,40,1,,1,0.08749357709977598,51.08,820,-0.4226182617406993,-0.90630778703665
20240224134017,2,24,13,40,3,,17,0.08749357709977598,51.08,820,-0.4226182617406993,-0.90630778703665
20240224135001,2,24,13,50,1,,1,0.08019218562948603,49.99,830,-0.4617486132350337,-0.8870108331782218
20240224135017,2,24,13,50,3,,17,0.08019218562948603,49.99,830,-0.4617486132350337,-0.8870108331782218
20240224140001,2,24,14,0,1,,1,0.06504850318187001,48.79,840,-0.5000000000000001,-0.8660254037844386
20240224140017,2,24,14,0,3,,17,0.06504850318187001,48.79,840,-0.5000000000000001,-0.8660254037844386
20240224141001,2,24,14,10,1,,1,0.05894711222472392,47.49,850,-0.5372996083468236,-0.8433914458128858
20240224141017,2,24,14,10,3,,17,0.05894711222472392,47.49,850,-0.5372996083468236,-0.8433914458128858
20240224142001,2,24,14,20,1,,1,0.036540974371667034,46.1,860,-0.5735764363510458,-0.819152044288992
20240224142017,2,24,14,20,3,,17,0.036540974371667034,46.1,860,-0.5735764363510458,-0.819152044288992
20240224143001,2,24,14,30,1,,1,0.03674060772358144,44.61,870,-0.6087614290087207,-0.7933533402912352
20240224143017,2,24,14,30,3,,17,0.03674060772358144,44.61,870,-0.6087614290087207,-0.7933533402912352
20240224144001,2,24,14,40,1,,1,0.040046171733125475,43.03,880,-0.6427876096865393,-0.766044443118978
20240224144017,2,24,14,40,3,,17,0.040046171733125475,43.03,880,-0.6427876096865393,-0.766044443118978
20240224145001,2,24,14,50,1,,1,0.038031266484162475,41.35,890,-0.6755902076156598,-0.7372773368101244
20240224145017,2,24,14,50,3,,17,0.038031266484162475,41.35,890,-0.6755902076156598,-0.7372773368101244
20240224150001,2,24,15,0,1,,1,0.03924473277578894,39.6,900,-0.7071067811865475,-0.7071067811865477
20240224150017,2,24,15,0,3,,17,0.03924473277578894,39.6,900,-0.7071067811865475,-0.7071067811865477
20240224151001,2,24,15,10,1,,1,0.03799940738680614,37.76,910,-0.7372773368101239,-0.6755902076156604
20240224151017,2,24,15,10,3,,17,0.03799940738680614,37.76,910,-0.7372773368101239,-0.6755902076156604
20240224152001,2,24,15,20,1,,1,0.032632211452176485,35.84,920,-0.7660444431189779,-0.6427876096865395
20240224152017,2,24,15,20,3,,17,0.032632211452176485,35.84,920,-0.7660444431189779,-0.6427876096865395
20240224153001,2,24,15,30,1,,1,0.024475577380934633,33.85,930,-0.7933533402912349,-0.6087614290087209
20240224153017,2,24,15,30,3,,17,0.024475577380934633,33.85,930,-0.7933533402912349,-0.6087614290087209
20240224154001,2,24,15,40,1,,1,0.023329338032609667,31.8,940,-0.8191520442889916,-0.5735764363510464
20240224154017,2,24,15,40,3,,17,0.023329338032609667,31.8,940,-0.8191520442889916,-0.5735764363510464
20240224155001,2,24,15,50,1,,1,0.023014289790672396,29.67,950,-0.8433914458128855,-0.5372996083468242
20240224155017,2,24,15,50,3,,17,0.023014289790672396,29.67,950,-0.8433914458128855,-0.5372996083468242
20240224160001,2,24,16,0,1,,1,0.021545245572173802,27.48,960,-0.8660254037844385,-0.5000000000000004
20240224160017,2,24,16,0,3,,17,0.021545245572173802,27.48,960,-0.8660254037844385,-0.5000000000000004
20240224161001,2,24,16,10,1,,1,0.016082480841234457,25.24,970,-0.8870108331782215,-0.46174861323503436
20240224161017,2,24,16,10,3,,17,0.016082480841234457,25.24,970,-0.8870108331782215,-0.46174861323503436
20240224162001,2,24,16,20,1,,1,0.012768395585117514,22.95,980,-0.9063077870366497,-0.42261826174069994
20240224162017,2,24,16,20,3,,17,0.012768395585117514,22.95,980,-0.9063077870366497,-0.42261826174069994
20240224163001,2,24,16,30,1,,1,0.012740087715146503,20.61,990,-0.9238795325112868,-0.3826834323650895
20240224163017,2,24,16,30,3,,17,0.012740087715146503,20.61,990,-0.9238795325112868,-0.3826834323650895
20240224164001,2,24,16,40,1,,1,0.011203077422287742,18.22,1000,-0.9396926207859082,-0.3420201433256694
20240224164017,2,24,16,40,3,,17,0.011203077422287742,18.22,1000,-0.9396926207859082,-0.3420201433256694
20240224165001,2,24,16,50,1,,1,0.011589634470211206,15.8,1010,-0.9537169507482267,-0.3007057995042738
20240224165017,2,24,16,50,3,,17,0.011589634470211206,15.8,1010,-0.9537169507482267,-0.3007057995042738
20240225090014,2,25,9,0,1,,14,0.03967236681990383,37.77,540,0.7071067811865476,-0.7071067811865475
20240225091014,2,25,9,10,1,,14,0.040501400003430596,39.66,550,0.6755902076156604,-0.737277336810124
20240225092014,2,25,9,20,1,,14,0.04555851771531056,41.47,560,0.6427876096865395,-0.7660444431189779
20240225093014,2,25,9,30,1,,14,0.05561748822485639,43.2,570,0.6087614290087204,-0.7933533402912353
20240225094014,2,25,9,40,1,,14,0.05591767738378666,44.84,580,0.5735764363510464,-0.8191520442889916
20240225095014,2,25,9,50,1,,14,0.07226989008687876,46.39,590,0.5372996083468238,-0.8433914458128857
20240225100014,2,25,10,0,1,,14,0.07683068554074358,47.84,600,0.49999999999999994,-0.8660254037844387
20240225101014,2,25,10,10,1,,14,0.08136530556022045,49.19,610,0.4617486132350339,-0.8870108331782217
20240225102014,2,25,10,20,1,,14,0.09392343959854547,50.44,620,0.4226182617406995,-0.9063077870366499
20240225103014,2,25,10,30,1,,14,0.09916744702339733,51.59,630,0.3826834323650899,-0.9238795325112867
20240225104014,2,25,10,40,1,,14,0.08875732129491039,52.64,640,0.3420201433256689,-0.9396926207859083
20240225105014,2,25,10,50,1,,14,0.10745223112784527,53.57,650,0.30070579950427334,-0.9537169507482268
20240225110014,2,25,11,0,1,,14,0.12478784496085465,54.4,660,0.258819045102521,-0.9659258262890682
20240225111014,2,25,11,10,1,,14,0.1498998736536165,55.11,670,0.21643961393810318,-0.9762960071199333
20240225112014,2,25,11,20,1,,14,0.16654945492355294,55.71,680,0.17364817766693028,-0.984807753012208
20240225113014,2,25,11,30,1,,14,0.1504094861110888,56.2,690,0.13052619222005157,-0.9914448613738104
20240225114014,2,25,11,40,1,,14,0.2143465797258237,56.57,700,0.08715574274765864,-0.9961946980917455
20240225115014,2,25,11,50,1,,14,0.21399117662723507,56.83,710,0.04361938736533607,-0.9990482215818578
20240225120014,2,25,12,0,1,,14,0.22985819274109548,56.97,720,1.2246467991473532e-16,-1.0
20240225121014,2,25,12,10,1,,14,0.21728400549359586,56.99,730,-0.04361938736533627,-0.9990482215818578
20240225122014,2,25,12,20,1,,14,0.20065715415566665,56.9,740,-0.08715574274765794,-0.9961946980917455
20240225123014,2,25,12,30,1,,14,0.20066203544136826,56.69,750,-0.13052619222005132,-0.9914448613738105
20240225124014,2,25,12,40,1,,14,0.1849640046997521,56.37,760,-0.17364817766693047,-0.984807753012208
20240225125014,2,25,12,50,1,,14,0.18964799715915404,55.92,770,-0.21643961393810293,-0.9762960071199334
20240225130014,2,25,13,0,1,,14,0.1632325745626279,55.37,780,-0.25881904510252035,-0.9659258262890684
20240225131014,2,25,13,10,1,,14,0.11114010430566527,54.7,790,-0.30070579950427306,-0.9537169507482269
20240225132014,2,25,13,20,1,,14,0.14839753455444074,53.92,800,-0.34202014332566866,-0.9396926207859084
20240225133014,2,25,13,30,1,,14,0.13604691415676287,53.02,810,-0.3826834323650892,-0.923879532511287
20240225134014,2,25,13,40,1,,14,0.10329710818031772,52.02,820,-0.4226182617406993,-0.90630778703665
20240225135014,2,25,13,50,1,,14,0.09659890712421497,50.92,830,-0.4617486132350337,-0.8870108331782218
20240225140014,2,25,14,0,1,,14,0.07349751880925003,49.7,840,-0.5000000000000001,-0.8660254037844386
20240225141014,2,25,14,10,1,,14,0.07359993990741777,48.39,850,-0.5372996083468236,-0.8433914458128858
20240225142014,2,25,14,20,1,,14,0.07303905931849303,46.98,860,-0.5735764363510458,-0.819152044288992
20240225143014,2,25,14,30,1,,14,0.07916525222894105,45.47,870,-0.6087614290087207,-0.7933533402912352
20240225144014,2,25,14,40,1,,14,0.06960292681626357,43.87,880,-0.6427876096865393,-0.766044443118978
20240225145014,2,25,14,50,1,,14,0.06334651373926123,42.17,890,-0.6755902076156598,-0.7372773368101244
20240225150014,2,25,15,0,1,,14,0.05073454419822347,40.4,900,-0.7071067811865475,-0.7071067811865477
20240225151014,2,25,15,10,1,,14,0.053470493742294165,38.54,910,-0.7372773368101239,-0.6755902076156604
20240225152014,2,25,15,20,1,,14,0.04743961475537698,36.59,920,-0.7660444431189779,-0.6427876096865395
20240225153014,2,25,15,30,1,,14,0.05062054597606305,34.58,930,-0.7933533402912349,-0.6087614290087209
20240225154014,2,25,15,40,1,,14,0.05435232523791971,32.49,940,-0.8191520442889916,-0.5735764363510464
20240225155014,2,25,15,50,1,,14,0.044900087874187124,30.34,950,-0.8433914458128855,-0.5372996083468242
20240225160014,2,25,16,0,1,,14,0.05059932356934409,28.13,960,-0.8660254037844385,-0.5000000000000004
20240225161014,2,25,16,10,1,,14,0.05041878868432489,25.85,970,-0.8870108331782215,-0.46174861323503436
20240225162014,2,25,16,20,1,,14,0.035440756551443194,23.53,980,-0.9063077870366497,-0.42261826174069994
20240225163014,2,25,16,30,1,,14,0.02523523419405825,21.16,990,-0.9238795325112868,-0.3826834323650895
20240225164014,2,25,16,40,1,,14,0.026081275887693645,18.74,1000,-0.9396926207859082,-0.3420201433256694
20240225165014,2,25,16,50,1,,14,0.018635448013629038,16.28,1010,-0.9537169507482267,-0.3007057995042738
20240226090001,2,26,9,0,1,,1,0.0868457839492899,37.82,540,0.7071067811865476,-0.7071067811865475
20240226090002,2,26,9,0,1,,2,0.0868457839492899,37.82,540,0.7071067811865476,-0.7071067811865475
20240226091001,2,26,9,10,1,,1,0.09950658074293597,39.71,550,0.6755902076156604,-0.737277336810124
