仰角,Month,Day,Hour,Minute
37.76,10,22,8,40
39.55,10,22,8,50
41.26,10,22,9,0
42.88,10,22,9,10
44.41,10,22,9,20
45.84,10,22,9,30
47.19,10,22,9,40
48.43,10,22,9,50
49.57,10,22,10,0
50.61,10,22,10,10
51.54,10,22,10,20
52.36,10,22,10,30
53.08,10,22,10,40
53.68,10,22,10,50
54.17,10,22,11,0
54.55,10,22,11,10
54.81,10,22,11,20
54.96,10,22,11,30
55.0,10,22,11,40
54.92,10,22,11,50
54.72,10,22,12,0
54.41,10,22,12,10
53.99,10,22,12,20
53.45,10,22,12,30
52.8,10,22,12,40
52.05,10,22,12,50
51.18,10,22,13,0
50.2,10,22,13,10
49.12,10,22,13,20
47.94,10,22,13,30
46.66,10,22,13,40
45.28,10,22,13,50
43.81,10,22,14,0
42.24,10,22,14,10
40.59,10,22,14,20
38.85,10,22,14,30
37.03,10,22,14,40
35.13,10,22,14,50
33.16,10,22,15,0
31.12,10,22,15,10
29.01,10,22,15,20
26.84,10,22,15,30
24.62,10,22,15,40
22.35,10,22,15,50
20.03,10,22,16,0
17.66,10,22,16,10
15.26,10,22,16,20
12.83,10,22,16,30
10.38,10,22,16,40
7.9,10,22,16,50
5.4,10,22,17,0
2.89,10,22,17,10
0.38,10,22,17,20
0.0,10,22,17,30
0.0,10,22,17,40
0.0,10,22,17,50
0.0,10,22,18,0
0.0,10,22,18,10
0.0,10,22,18,20
0.0,10,22,18,30
0.0,10,22,18,40
0.0,10,22,18,50
0.0,10,22,19,0
0.0,10,21,5,0
0.0,10,21,5,10
0.0,10,21,5,20
0.0,10,21,5,30
0.0,10,21,5,40
0.0,10,21,5,50
1.51,10,21,6,0
4.01,10,21,6,10
6.51,10,21,6,20
9.0,10,21,6,30
11.47,10,21,6,40
13.91,10,21,6,50
16.33,10,21,7,0
18.71,10,21,7,10
21.05,10,21,7,20
23.35,10,21,7,30
25.59,10,21,7,40
27.79,10,21,7,50
29.93,10,21,8,0
32.0,10,21,8,10
34.01,10,21,8,20
35.95,10,21,8,30
37.81,10,21,8,40
39.59,10,21,8,50
41.3,10,21,9,0
42.91,10,21,9,10
44.44,10,21,9,20
45.87,10,21,9,30
47.21,10,21,9,40
48.45,10,21,9,50
49.58,10,21,10,0
50.62,10,21,10,10
51.55,10,21,10,20
52.37,10,21,10,30
53.08,10,21,10,40
53.68,10,21,10,50
54.17,10,21,11,0
54.55,10,21,11,10
54.81,10,21,11,20
54.96,10,21,11,30
55.0,10,21,11,40
54.92,10,21,11,50
54.72,10,21,12,0
54.41,10,21,12,10
53.99,10,21,12,20
53.46,10,21,12,30
52.81,10,21,12,40
52.05,10,21,12,50
51.19,10,21,13,0
50.22,10,21,13,10
49.14,10,21,13,20
47.96,10,21,13,30
46.68,10,21,13,40
45.31,10,21,13,50
43.84,10,21,14,0
42.28,10,21,14,10
40.63,10,21,14,20
38.89,10,21,14,30
37.08,10,21,14,40
35.18,10,21,14,50
33.22,10,21,15,0
31.18,10,21,15,10
29.08,10,21,15,20
26.92,10,21,15,30
24.7,10,21,15,40
22.43,10,21,15,50
20.12,10,21,16,0
17.76,10,21,16,10
15.36,10,21,16,20
12.94,10,21,16,30
10.48,10,21,16,40
8.01,10,21,16,50
5.52,10,21,17,0
3.01,10,21,17,10
0.5,10,21,17,20
0.0,10,21,17,30
0.0,10,21,17,40
0.0,10,21,17,50
0.0,10,21,18,0
0.0,10,21,18,10
0.0,10,21,18,20
0.0,10,21,18,30
0.0,10,21,18,40
0.0,10,21,18,50
0.0,10,21,19,0
0.0,10,20,5,0
0.0,10,20,5,10
0.0,10,20,5,20
0.0,10,20,5,30
0.0,10,20,5,40
0.0,10,20,5,50
1.78,10,20,6,0
4.33,10,20,6,10
6.87,10,20,6,20
9.39,10,20,6,30
11.89,10,20,6,40
14.37,10,20,6,50
16.82,10,20,7,0
19.23,10,20,7,10
21.61,10,20,7,20
23.94,10,20,7,30
26.22,10,20,7,40
28.44,10,20,7,50
30.61,10,20,8,0
32.71,10,20,8,10
34.74,10,20,8,20
36.71,10,20,8,30
38.59,10,20,8,40
40.4,10,20,8,50
42.12,10,20,9,0
43.76,10,20,9,10
45.3,10,20,9,20
46.76,10,20,9,30
48.11,10,20,9,40
49.37,10,20,9,50
50.52,10,20,10,0
51.56,10,20,10,10
52.51,10,20,10,20
53.34,10,20,10,30
54.06,10,20,10,40
54.67,10,20,10,50
55.16,10,20,11,0
55.55,10,20,11,10
55.81,10,20,11,20
55.96,10,20,11,30
56.0,10,20,11,40
55.92,10,20,11,50
55.72,10,20,12,0
55.41,10,20,12,10
54.98,10,20,12,20
54.44,10,20,12,30
53.78,10,20,12,40
53.02,10,20,12,50
52.14,10,20,13,0
51.16,10,20,13,10
50.07,10,20,13,20
48.88,10,20,13,30
47.58,10,20,13,40
46.19,10,20,13,50
44.7,10,20,14,0
43.12,10,20,14,10
41.45,10,20,14,20
39.69,10,20,14,30
37.85,10,20,14,40
35.93,10,20,14,50
33.94,10,20,15,0
31.88,10,20,15,10
29.75,10,20,15,20
27.56,10,20,15,30
25.31,10,20,15,40
23.01,10,20,15,50
20.66,10,20,16,0
18.27,10,20,16,10
15.84,10,20,16,20
13.38,10,20,16,30
10.89,10,20,16,40
8.38,10,20,16,50
5.85,10,20,17,0
3.31,10,20,17,10
0.76,10,20,17,20
0.0,10,20,17,30
0.0,10,20,17,40
0.0,10,20,17,50
0.0,10,20,18,0
0.0,10,20,18,10
0.0,10,20,18,20
0.0,10,20,18,30
0.0,10,20,18,40
0.0,10,20,18,50
0.0,10,20,19,0
0.0,10,19,5,0
0.0,10,19,5,10
0.0,10,19,5,20
0.0,10,19,5,30
0.0,10,19,5,40
0.0,10,19,5,50
1.91,10,19,6,0
4.45,10,19,6,10
6.98,10,19,6,20
9.5,10,19,6,30
12.0,10,19,6,40
14.47,10,19,6,50
16.92,10,19,7,0
19.33,10,19,7,10
21.69,10,19,7,20
24.02,10,19,7,30
26.29,10,19,7,40
28.51,10,19,7,50
30.67,10,19,8,0
32.77,10,19,8,10
34.8,10,19,8,20
36.76,10,19,8,30
38.64,10,19,8,40
40.44,10,19,8,50
42.16,10,19,9,0
43.79,10,19,9,10
45.33,10,19,9,20
46.78,10,19,9,30
48.13,10,19,9,40
49.38,10,19,9,50
50.53,10,19,10,0
51.58,10,19,10,10
52.52,10,19,10,20
53.35,10,19,10,30
54.06,10,19,10,40
54.67,10,19,10,50
55.17,10,19,11,0
55.55,10,19,11,10
55.81,10,19,11,20
55.96,10,19,11,30
56.0,10,19,11,40
55.92,10,19,11,50
55.72,10,19,12,0
55.41,10,19,12,10
54.98,10,19,12,20
54.44,10,19,12,30
53.79,10,19,12,40
53.03,10,19,12,50
52.15,10,19,13,0
51.17,10,19,13,10
50.09,10,19,13,20
48.9,10,19,13,30
47.6,10,19,13,40
46.21,10,19,13,50
44.73,10,19,14,0
43.15,10,19,14,10
41.49,10,19,14,20
39.73,10,19,14,30
37.9,10,19,14,40
35.99,10,19,14,50
34.0,10,19,15,0
31.94,10,19,15,10
29.82,10,19,15,20
27.63,10,19,15,30
25.39,10,19,15,40
23.09,10,19,15,50
20.75,10,19,16,0
18.37,10,19,16,10
15.94,10,19,16,20
13.49,10,19,16,30
11.0,10,19,16,40
8.5,10,19,16,50
5.97,10,19,17,0
3.43,10,19,17,10
0.89,10,19,17,20
0.0,10,19,17,30
0.0,10,19,17,40
0.0,10,19,17,50
0.0,10,19,18,0
0.0,10,19,18,10
0.0,10,19,18,20
0.0,10,19,18,30
0.0,10,19,18,40
0.0,10,19,18,50
0.0,10,19,19,0
0.0,10,18,5,0
0.0,10,18,5,10
0.0,10,18,5,20
0.0,10,18,5,30
0.0,10,18,5,40
0.0,10,18,5,50
1.9,10,18,6,0
4.44,10,18,6,10
6.96,10,18,6,20
9.47,10,18,6,30
11.97,10,18,6,40
14.43,10,18,6,50
16.87,10,18,7,0
19.27,10,18,7,10
21.64,10,18,7,20
23.95,10,18,7,30
26.22,10,18,7,40
28.44,10,18,7,50
30.6,10,18,8,0
32.69,10,18,8,10
34.72,10,18,8,20
36.67,10,18,8,30
38.55,10,18,8,40
40.35,10,18,8,50
42.07,10,18,9,0
43.7,10,18,9,10
45.25,10,18,9,20
46.69,10,18,9,30
48.05,10,18,9,40
49.3,10,18,9,50
50.45,10,18,10,0
51.5,10,18,10,10
52.45,10,18,10,20
53.28,10,18,10,30
54.01,10,18,10,40
54.62,10,18,10,50
55.13,10,18,11,0
55.52,10,18,11,10
55.79,10,18,11,20
55.95,10,18,11,30
56.0,10,18,11,40
55.93,10,18,11,50
55.75,10,18,12,0
55.45,10,18,12,10
55.04,10,18,12,20
54.51,10,18,12,30
53.87,10,18,12,40
53.12,10,18,12,50
52.27,10,18,13,0
51.3,10,18,13,10
50.23,10,18,13,20
49.06,10,18,13,30
47.78,10,18,13,40
46.41,10,18,13,50
44.94,10,18,14,0
43.38,10,18,14,10
41.73,10,18,14,20
40.0,10,18,14,30
38.18,10,18,14,40
36.29,10,18,14,50
34.32,10,18,15,0
32.28,10,18,15,10
30.17,10,18,15,20
28.0,10,18,15,30
25.77,10,18,15,40
23.49,10,18,15,50
21.17,10,18,16,0
18.79,10,18,16,10
16.38,10,18,16,20
13.94,10,18,16,30
11.47,10,18,16,40
8.97,10,18,16,50
6.46,10,18,17,0
3.93,10,18,17,10
1.4,10,18,17,20
0.0,10,18,17,30
0.0,10,18,17,40
0.0,10,18,17,50
0.0,10,18,18,0
0.0,10,18,18,10
0.0,10,18,18,20
0.0,10,18,18,30
0.0,10,18,18,40
0.0,10,18,18,50
0.0,10,18,19,0
0.0,10,17,5,0
0.0,10,17,5,10
0.0,10,17,5,20
0.0,10,17,5,30
0.0,10,17,5,40
0.0,10,17,5,50
1.94,10,17,6,0
4.52,10,17,6,10
7.09,10,17,6,20
9.64,10,17,6,30
12.18,10,17,6,40
14.69,10,17,6,50
17.17,10,17,7,0
19.62,10,17,7,10
22.02,10,17,7,20
24.38,10,17,7,30
26.69,10,17,7,40
28.95,10,17,7,50
31.14,10,17,8,0
33.27,10,17,8,10
35.34,10,17,8,20
37.33,10,17,8,30
39.24,10,17,8,40
41.07,10,17,8,50
42.82,10,17,9,0
44.48,10,17,9,10
46.05,10,17,9,20
47.53,10,17,9,30
48.91,10,17,9,40
50.18,10,17,9,50
51.36,10,17,10,0
52.42,10,17,10,10
53.38,10,17,10,20
54.23,10,17,10,30
54.97,10,17,10,40
55.6,10,17,10,50
56.11,10,17,11,0
56.51,10,17,11,10
56.79,10,17,11,20
56.95,10,17,11,30
57.0,10,17,11,40
56.93,10,17,11,50
56.74,10,17,12,0
56.44,10,17,12,10
56.02,10,17,12,20
55.48,10,17,12,30
54.83,10,17,12,40
54.07,10,17,12,50
53.2,10,17,13,0
52.22,10,17,13,10
51.13,10,17,13,20
49.93,10,17,13,30
48.64,10,17,13,40
47.24,10,17,13,50
45.75,10,17,14,0
44.16,10,17,14,10
42.48,10,17,14,20
40.71,10,17,14,30
38.86,10,17,14,40
36.93,10,17,14,50
34.93,10,17,15,0
32.85,10,17,15,10
30.71,10,17,15,20
28.5,10,17,15,30
26.23,10,17,15,40
23.91,10,17,15,50
21.54,10,17,16,0
19.13,10,17,16,10
16.68,10,17,16,20
14.19,10,17,16,30
11.67,10,17,16,40
9.13,10,17,16,50
6.57,10,17,17,0
4.0,10,17,17,10
1.42,10,17,17,20
0.0,10,17,17,30
0.0,10,17,17,40
0.0,10,17,17,50
0.0,10,17,18,0
0.0,10,17,18,10
0.0,10,17,18,20
0.0,10,17,18,30
0.0,10,17,18,40
0.0,10,17,18,50
0.0,10,17,19,0
0.0,10,16,5,0
0.0,10,16,5,10
0.0,10,16,5,20
0.0,10,16,5,30
0.0,10,16,5,40
0.0,10,16,5,50
2.06,10,16,6,0
4.64,10,16,6,10
7.21,10,16,6,20
9.76,10,16,6,30
12.29,10,16,6,40
14.79,10,16,6,50
17.27,10,16,7,0
19.71,10,16,7,10
22.11,10,16,7,20
24.47,10,16,7,30
26.77,10,16,7,40
29.02,10,16,7,50
31.21,10,16,8,0
33.34,10,16,8,10
35.39,10,16,8,20
37.38,10,16,8,30
39.29,10,16,8,40
41.12,10,16,8,50
42.86,10,16,9,0
44.52,10,16,9,10
46.08,10,16,9,20
47.55,10,16,9,30
48.93,10,16,9,40
50.2,10,16,9,50
51.37,10,16,10,0
52.44,10,16,10,10
53.39,10,16,10,20
54.24,10,16,10,30
54.98,10,16,10,40
55.6,10,16,10,50
56.11,10,16,11,0
56.51,10,16,11,10
56.79,10,16,11,20
56.95,10,16,11,30
57.0,10,16,11,40
56.93,10,16,11,50
56.74,10,16,12,0
56.44,10,16,12,10
56.02,10,16,12,20
55.49,10,16,12,30
54.84,10,16,12,40
54.08,10,16,12,50
53.21,10,16,13,0
52.23,10,16,13,10
51.15,10,16,13,20
49.95,10,16,13,30
48.66,10,16,13,40
47.27,10,16,13,50
45.78,10,16,14,0
44.19,10,16,14,10
42.52,10,16,14,20
40.76,10,16,14,30
38.91,10,16,14,40
36.99,10,16,14,50
34.99,10,16,15,0
32.92,10,16,15,10
30.78,10,16,15,20
28.57,10,16,15,30
26.31,10,16,15,40
24.0,10,16,15,50
21.63,10,16,16,0
19.23,10,16,16,10
16.78,10,16,16,20
14.3,10,16,16,30
11.78,10,16,16,40
9.25,10,16,16,50
6.69,10,16,17,0
4.12,10,16,17,10
1.55,10,16,17,20
0.0,10,16,17,30
0.0,10,16,17,40
0.0,10,16,17,50
0.0,10,16,18,0
0.0,10,16,18,10
0.0,10,16,18,20
0.0,10,16,18,30
0.0,10,16,18,40
0.0,10,16,18,50
0.0,10,16,19,0
0.0,10,15,5,0
0.0,10,15,5,10
0.0,10,15,5,20
0.0,10,15,5,30
0.0,10,15,5,40
0.0,10,15,5,50
2.31,10,15,6,0
4.88,10,15,6,10
7.44,10,15,6,20
9.98,10,15,6,30
12.5,10,15,6,40
15.0,10,15,6,50
17.47,10,15,7,0
19.9,10,15,7,10
22.29,10,15,7,20
24.63,10,15,7,30
26.93,10,15,7,40
29.17,10,15,7,50
31.35,10,15,8,0
33.46,10,15,8,10
35.51,10,15,8,20
37.49,10,15,8,30
39.39,10,15,8,40
41.2,10,15,8,50
42.94,10,15,9,0
44.59,10,15,9,10
46.14,10,15,9,20
47.61,10,15,9,30
48.97,10,15,9,40
50.24,10,15,9,50
51.4,10,15,10,0
52.46,10,15,10,10
53.41,10,15,10,20
54.26,10,15,10,30
54.99,10,15,10,40
55.61,10,15,10,50
56.12,10,15,11,0
56.51,10,15,11,10
56.79,10,15,11,20
56.95,10,15,11,30
57.0,10,15,11,40
56.93,10,15,11,50
56.74,10,15,12,0
56.44,10,15,12,10
56.03,10,15,12,20
55.5,10,15,12,30
54.85,10,15,12,40
54.1,10,15,12,50
53.23,10,15,13,0
52.26,10,15,13,10
51.18,10,15,13,20
49.99,10,15,13,30
48.71,10,15,13,40
47.32,10,15,13,50
45.84,10,15,14,0
44.26,10,15,14,10
42.6,10,15,14,20
40.85,10,15,14,30
39.01,10,15,14,40
37.1,10,15,14,50
35.11,10,15,15,0
33.04,10,15,15,10
30.91,10,15,15,20
28.72,10,15,15,30
26.47,10,15,15,40
24.17,10,15,15,50
21.81,10,15,16,0
19.41,10,15,16,10
16.98,10,15,16,20
14.5,10,15,16,30
12.0,10,15,16,40
9.48,10,15,16,50
6.93,10,15,17,0
4.37,10,15,17,10
1.8,10,15,17,20
0.0,10,15,17,30
0.0,10,15,17,40
0.0,10,15,17,50
0.0,10,15,18,0
0.0,10,15,18,10
0.0,10,15,18,20
0.0,10,15,18,30
0.0,10,15,18,40
0.0,10,15,18,50
0.0,10,15,19,0
0.0,10,14,5,0
0.0,10,14,5,10
0.0,10,14,5,20
0.0,10,14,5,30
0.0,10,14,5,40
0.0,10,14,5,50
2.22,10,14,6,0
4.83,10,14,6,10
7.43,10,14,6,20
10.01,10,14,6,30
12.58,10,14,6,40
15.12,10,14,6,50
17.62,10,14,7,0
20.1,10,14,7,10
22.53,10,14,7,20
24.91,10,14,7,30
27.25,10,14,7,40
29.53,10,14,7,50
31.75,10,14,8,0
33.9,10,14,8,10
35.99,10,14,8,20
38.0,10,14,8,30
39.94,10,14,8,40
41.79,10,14,8,50
43.56,10,14,9,0
45.24,10,14,9,10
46.83,10,14,9,20
48.32,10,14,9,30
49.72,10,14,9,40
51.02,10,14,9,50
52.21,10,14,10,0
53.29,10,14,10,10
54.27,10,14,10,20
55.14,10,14,10,30
55.89,10,14,10,40
56.53,10,14,10,50
57.06,10,14,11,0
57.47,10,14,11,10
57.76,10,14,11,20
57.94,10,14,11,30
58.0,10,14,11,40
57.94,10,14,11,50
57.76,10,14,12,0
57.47,10,14,12,10
57.06,10,14,12,20
56.53,10,14,12,30
55.89,10,14,12,40
55.14,10,14,12,50
54.27,10,14,13,0
53.29,10,14,13,10
52.21,10,14,13,20
51.02,10,14,13,30
49.72,10,14,13,40
48.32,10,14,13,50
46.83,10,14,14,0
45.24,10,14,14,10
43.56,10,14,14,20
41.79,10,14,14,30
39.94,10,14,14,40
38.0,10,14,14,50
35.99,10,14,15,0
33.9,10,14,15,10
31.75,10,14,15,20
29.53,10,14,15,30
27.25,10,14,15,40
24.91,10,14,15,50
22.53,10,14,16,0
20.1,10,14,16,10
17.62,10,14,16,20
15.12,10,14,16,30
12.58,10,14,16,40
10.01,10,14,16,50
7.43,10,14,17,0
4.83,10,14,17,10
2.22,10,14,17,20
0.0,10,14,17,30
0.0,10,14,17,40
0.0,10,14,17,50
0.0,10,14,18,0
0.0,10,14,18,10
0.0,10,14,18,20
0.0,10,14,18,30
0.0,10,14,18,40
0.0,10,14,18,50
0.0,10,14,19,0
0.0,10,13,5,0
0.0,10,13,5,10
0.0,10,13,5,20
0.0,10,13,5,30
0.0,10,13,5,40
0.0,10,13,5,50
2.48,10,13,6,0
5.08,10,13,6,10
7.67,10,13,6,20
10.24,10,13,6,30
12.8,10,13,6,40
15.33,10,13,6,50
17.82,10,13,7,0
20.29,10,13,7,10
22.71,10,13,7,20
25.08,10,13,7,30
27.41,10,13,7,40
29.67,10,13,7,50
31.88,10,13,8,0
34.03,10,13,8,10
36.1,10,13,8,20
38.11,10,13,8,30
40.03,10,13,8,40
41.88,10,13,8,50
43.64,10,13,9,0
45.31,10,13,9,10
46.89,10,13,9,20
48.38,10,13,9,30
49.77,10,13,9,40
51.06,10,13,9,50
52.24,10,13,10,0
53.32,10,13,10,10
54.29,10,13,10,20
55.15,10,13,10,30
55.9,10,13,10,40
56.54,10,13,10,50
57.07,10,13,11,0
57.47,10,13,11,10
57.77,10,13,11,20
57.94,10,13,11,30
58.0,10,13,11,40
57.94,10,13,11,50
57.77,10,13,12,0
57.47,10,13,12,10
57.07,10,13,12,20
56.54,10,13,12,30
55.9,10,13,12,40
55.15,10,13,12,50
54.29,10,13,13,0
53.32,10,13,13,10
52.24,10,13,13,20
51.06,10,13,13,30
49.77,10,13,13,40
48.38,10,13,13,50
46.89,10,13,14,0
45.31,10,13,14,10
43.64,10,13,14,20
41.88,10,13,14,30
40.03,10,13,14,40
38.11,10,13,14,50
36.1,10,13,15,0
34.03,10,13,15,10
31.88,10,13,15,20
29.67,10,13,15,30
27.41,10,13,15,40
25.08,10,13,15,50
22.71,10,13,16,0
20.29,10,13,16,10
17.82,10,13,16,20
15.33,10,13,16,30
12.8,10,13,16,40
10.24,10,13,16,50
7.67,10,13,17,0
5.08,10,13,17,10
2.48,10,13,17,20
0.0,10,13,17,30
0.0,10,13,17,40
0.0,10,13,17,50
0.0,10,13,18,0
0.0,10,13,18,10
0.0,10,13,18,20
0.0,10,13,18,30
0.0,10,13,18,40
0.0,10,13,18,50
0.0,10,13,19,0
0.0,10,12,5,0
0.0,10,12,5,10
0.0,10,12,5,20
0.0,10,12,5,30
0.0,10,12,5,40
0.0,10,12,5,50
2.6,10,12,6,0
5.2,10,12,6,10
7.79,10,12,6,20
10.36,10,12,6,30
12.91,10,12,6,40
15.43,10,12,6,50
17.92,10,12,7,0
20.38,10,12,7,10
22.8,10,12,7,20
25.17,10,12,7,30
27.48,10,12,7,40
29.75,10,12,7,50
31.95,10,12,8,0
34.09,10,12,8,10
36.16,10,12,8,20
38.16,10,12,8,30
40.08,10,12,8,40
41.92,10,12,8,50
43.68,10,12,9,0
45.35,10,12,9,10
46.92,10,12,9,20
48.41,10,12,9,30
49.79,10,12,9,40
51.07,10,12,9,50
52.26,10,12,10,0
53.33,10,12,10,10
54.3,10,12,10,20
55.16,10,12,10,30
55.91,10,12,10,40
56.55,10,12,10,50
57.07,10,12,11,0
57.48,10,12,11,10
57.77,10,12,11,20
57.94,10,12,11,30
58.0,10,12,11,40
57.94,10,12,11,50
57.77,10,12,12,0
57.48,10,12,12,10
57.07,10,12,12,20
56.55,10,12,12,30
55.91,10,12,12,40
55.16,10,12,12,50
54.3,10,12,13,0
53.33,10,12,13,10
52.26,10,12,13,20
51.07,10,12,13,30
49.79,10,12,13,40
48.41,10,12,13,50
46.92,10,12,14,0
45.35,10,12,14,10
43.68,10,12,14,20
41.92,10,12,14,30
40.08,10,12,14,40
38.16,10,12,14,50
36.16,10,12,15,0
34.09,10,12,15,10
31.95,10,12,15,20
29.75,10,12,15,30
27.48,10,12,15,40
25.17,10,12,15,50
22.8,10,12,16,0
20.38,10,12,16,10
17.92,10,12,16,20
15.43,10,12,16,30
12.91,10,12,16,40
10.36,10,12,16,50
7.79,10,12,17,0
5.2,10,12,17,10
2.6,10,12,17,20
0.0,10,12,17,30
0.0,10,12,17,40
0.0,10,12,17,50
0.0,10,12,18,0
0.0,10,12,18,10
0.0,10,12,18,20
0.0,10,12,18,30
0.0,10,12,18,40
0.0,10,12,18,50
0.0,10,12,19,0
0.0,10,11,5,0
0.0,10,11,5,10
0.0,10,11,5,20
0.0,10,11,5,30
0.0,10,11,5,40
0.26,10,11,5,50
2.9,10,11,6,0
5.54,10,11,6,10
8.16,10,11,6,20
10.76,10,11,6,30
13.35,10,11,6,40
15.91,10,11,6,50
18.43,10,11,7,0
20.92,10,11,7,10
23.37,10,11,7,20
25.77,10,11,7,30
28.12,10,11,7,40
30.41,10,11,7,50
32.64,10,11,8,0
34.81,10,11,8,10
36.9,10,11,8,20
38.93,10,11,8,30
40.87,10,11,8,40
42.73,10,11,8,50
44.51,10,11,9,0
46.2,10,11,9,10
47.79,10,11,9,20
49.29,10,11,9,30
50.69,10,11,9,40
51.99,10,11,9,50
53.19,10,11,10,0
54.28,10,11,10,10
55.26,10,11,10,20
56.13,10,11,10,30
56.89,10,11,10,40
57.53,10,11,10,50
58.06,10,11,11,0
58.47,10,11,11,10
58.76,10,11,11,20
58.94,10,11,11,30
59.0,10,11,11,40
58.94,10,11,11,50
58.76,10,11,12,0
58.47,10,11,12,10
58.06,10,11,12,20
57.53,10,11,12,30
56.89,10,11,12,40
56.13,10,11,12,50
55.26,10,11,13,0
54.28,10,11,13,10
53.19,10,11,13,20
51.99,10,11,13,30
50.69,10,11,13,40
49.29,10,11,13,50
47.79,10,11,14,0
46.2,10,11,14,10
44.51,10,11,14,20
42.73,10,11,14,30
40.87,10,11,14,40
38.93,10,11,14,50
36.9,10,11,15,0
34.81,10,11,15,10
32.64,10,11,15,20
30.41,10,11,15,30
28.12,10,11,15,40
25.77,10,11,15,50
23.37,10,11,16,0
20.92,10,11,16,10
18.43,10,11,16,20
15.91,10,11,16,30
13.35,10,11,16,40
10.76,10,11,16,50
8.16,10,11,17,0
5.54,10,11,17,10
2.9,10,11,17,20
0.26,10,11,17,30
0.0,10,11,17,40
0.0,10,11,17,50
0.0,10,11,18,0
0.0,10,11,18,10
0.0,10,11,18,20
0.0,10,11,18,30
0.0,10,11,18,40
0.0,10,11,18,50
0.0,10,11,19,0
0.0,10,10,5,0
0.0,10,10,5,10
0.0,10,10,5,20
0.0,10,10,5,30
0.0,10,10,5,40
0.13,10,10,5,50
2.77,10,10,6,0
5.4,10,10,6,10
8.02,10,10,6,20
10.62,10,10,6,30
13.2,10,10,6,40
15.76,10,10,6,50
18.28,10,10,7,0
20.77,10,10,7,10
23.22,10,10,7,20
25.62,10,10,7,30
27.96,10,10,7,40
30.26,10,10,7,50
32.49,10,10,8,0
34.66,10,10,8,10
36.76,10,10,8,20
38.78,10,10,8,30
40.73,10,10,8,40
42.6,10,10,8,50
44.38,10,10,9,0
46.07,10,10,9,10
47.67,10,10,9,20
49.18,10,10,9,30
50.58,10,10,9,40
51.89,10,10,9,50
53.09,10,10,10,0
54.19,10,10,10,10
55.18,10,10,10,20
56.06,10,10,10,30
56.82,10,10,10,40
57.47,10,10,10,50
58.01,10,10,11,0
58.43,10,10,11,10
58.74,10,10,11,20
58.93,10,10,11,30
59.0,10,10,11,40
58.95,10,10,11,50
58.79,10,10,12,0
58.51,10,10,12,10
58.11,10,10,12,20
57.59,10,10,12,30
56.96,10,10,12,40
56.22,10,10,12,50
55.36,10,10,13,0
54.39,10,10,13,10
53.32,10,10,13,20
52.14,10,10,13,30
50.85,10,10,13,40
49.46,10,10,13,50
47.98,10,10,14,0
46.4,10,10,14,10
44.72,10,10,14,20
42.96,10,10,14,30
41.11,10,10,14,40
39.18,10,10,14,50
37.17,10,10,15,0
35.08,10,10,15,10
32.93,10,10,15,20
30.71,10,10,15,30
28.43,10,10,15,40
26.09,10,10,15,50
23.7,10,10,16,0
21.26,10,10,16,10
18.78,10,10,16,20
16.27,10,10,16,30
13.72,10,10,16,40
11.14,10,10,16,50
8.54,10,10,17,0
5.92,10,10,17,10
3.29,10,10,17,20
0.66,10,10,17,30
0.0,10,10,17,40
0.0,10,10,17,50
0.0,10,10,18,0
0.0,10,10,18,10
0.0,10,10,18,20
0.0,10,10,18,30
0.0,10,10,18,40
0.0,10,10,18,50
0.0,10,10,19,0
0.0,10,9,5,0
0.0,10,9,5,10
0.0,10,9,5,20
0.0,10,9,5,30
0.0,10,9,5,40
0.27,10,9,5,50
2.94,10,9,6,0
5.61,10,9,6,10
8.27,10,9,6,20
10.92,10,9,6,30
13.54,10,9,6,40
16.13,10,9,6,50
18.69,10,9,7,0
21.22,10,9,7,10
23.7,10,9,7,20
26.14,10,9,7,30
28.52,10,9,7,40
30.85,10,9,7,50
33.11,10,9,8,0
35.31,10,9,8,10
37.44,10,9,8,20
39.49,10,9,8,30
41.47,10,9,8,40
43.36,10,9,8,50
45.17,10,9,9,0
46.89,10,9,9,10
48.51,10,9,9,20
50.04,10,9,9,30
51.46,10,9,9,40
52.79,10,9,9,50
54.01,10,9,10,0
55.12,10,9,10,10
56.12,10,9,10,20
57.01,10,9,10,30
57.79,10,9,10,40
58.45,10,9,10,50
59.0,10,9,11,0
59.43,10,9,11,10
59.74,10,9,11,20
59.93,10,9,11,30
60.0,10,9,11,40
59.95,10,9,11,50
59.78,10,9,12,0
59.5,10,9,12,10
59.09,10,9,12,20
58.57,10,9,12,30
57.93,10,9,12,40
57.18,10,9,12,50
56.31,10,9,13,0
55.33,10,9,13,10
54.24,10,9,13,20
53.04,10,9,13,30
51.74,10,9,13,40
50.33,10,9,13,50
48.82,10,9,14,0
47.22,10,9,14,10
45.52,10,9,14,20
43.73,10,9,14,30
41.85,10,9,14,40
39.9,10,9,14,50
37.86,10,9,15,0
35.74,10,9,15,10
33.56,10,9,15,20
31.3,10,9,15,30
28.99,10,9,15,40
26.62,10,9,15,50
24.19,10,9,16,0
21.72,10,9,16,10
19.2,10,9,16,20
16.65,10,9,16,30
14.06,10,9,16,40
11.44,10,9,16,50
8.8,10,9,17,0
6.15,10,9,17,10
3.48,10,9,17,20
0.8,10,9,17,30
0.0,10,9,17,40
0.0,10,9,17,50
0.0,10,9,18,0
0.0,10,9,18,10
0.0,10,9,18,20
0.0,10,9,18,30
